model,image,iou,dice,precision,recall,pixel_accuracy,inference_time_s
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_07_13.png,0.18442340277085617,0.3114146551637085,0.20267972939815626,0.6718566179140463,0.21963882446289062,0.019022699998458847
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_08_03.png,0.0,0.0,0.0,0.0,0.8485450744628906,0.017470499995397404
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_08_04.png,0.0,0.0,0.0,0.0,0.8818855285644531,0.01743719997466542
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_08_05.png,0.0,0.0,0.0,0.0,0.7808609008789062,0.017678800009889528
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_08_06.png,0.0,0.0,0.0,0.0,0.8946342468261719,0.020625699980882928
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_09_06.png,0.0,0.0,0.0,0.0,0.8294334411621094,0.01747270001214929
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_16_11.png,0.0,0.0,0.0,0.0,0.6166152954101562,0.01995300000999123
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_02_11.png,0.0,0.0,0.0,0.0,0.08388519287109375,0.017857300001196563
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_02_15.png,0.0,0.0,0.0,0.0,0.3261451721191406,0.01854550000280142
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_02_16.png,0.0,0.0,0.0,0.0,0.22451400756835938,0.015392800007248297
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_02_17.png,0.0,0.0,0.0,0.0,0.23914337158203125,0.0159568999952171
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_02_21.png,0.0,0.0,0.0,0.0,0.18035125732421875,0.014850599982310086
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_02.png,0.0,0.0,0.0,0.0,0.046100616455078125,0.016683800000464544
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_13.png,0.0,0.0,0.0,0.0,0.14628219604492188,0.017165299999760464
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_14.png,0.0,0.0,0.0,0.0,0.21979522705078125,0.021554800012381747
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_15.png,0.0,0.0,0.0,0.0,0.1883392333984375,0.019990499975392595
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_17.png,0.0,0.0,0.0,0.0,0.2412872314453125,0.01590629998827353
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_19.png,0.0,0.0,0.0,0.0,0.11525726318359375,0.018363800016231835
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_03_21.png,0.0,0.0,0.0,0.0,0.16643142700195312,0.016252400004304945
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_04_15.png,0.0,0.0,0.0,0.0,0.2323150634765625,0.020159299980150536
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_04_16.png,0.0,0.0,0.0,0.0,0.12780380249023438,0.01711980000254698
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_04_17.png,0.0,0.0,0.0,0.0,0.30376434326171875,0.016458400001283735
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_04_21.png,0.0,0.0,0.0,0.0,0.165802001953125,0.01606480000191368
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_05_01.png,0.0,0.0,0.0,0.0,0.023708343505859375,0.017909100017277524
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_05_16.png,0.0,0.0,0.0,0.0,0.10461044311523438,0.01588279998395592
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_05_17.png,0.0,0.0,0.0,0.0,0.21310806274414062,0.015714300010586157
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_05_18.png,0.0,0.0,0.0,0.0,0.2457122802734375,0.016331299993908033
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_05_20.png,0.0,0.0,0.0,0.0,0.13541793823242188,0.015682099998230115
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_05_21.png,0.0,0.0,0.0,0.0,0.08465957641601562,0.01461300000664778
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_06_01.png,0.0,0.0,0.0,0.0,0.013675689697265625,0.015600200014887378
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_06_13.png,0.0,0.0,0.0,0.0,0.149871826171875,0.015253999998094514
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_06_14.png,0.0063778335671564644,0.012674829183289769,0.9122112211221122,0.0063817505945371845,0.17867279052734375,0.016618199995718896
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_06_16.png,0.0,0.0,0.0,0.0,0.1207733154296875,0.01795569999376312
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_06_17.png,0.0,0.0,0.0,0.0,0.15506362915039062,0.017445400008000433
YOLOv8n,train_S2A_MSIL2A_20200217T141651_N0209_R010_T20LQN_20200217T160045_06_18.png,0.0,0.0,0.0,0.0,0.2757377624511719,0.01598480000393465
